#
# The 1990 Zip Code by State file is comma separated values, ASCII text, one record per line. 
# The field/record layout is as follows:
#
#      Field 1 - State Fips Code
#      Field 2 - 5-digit Zipcode
#      Field 3 - State Abbreviation
#      Field 4 - Zipcode Name
#      Field 5 - Longitude in Decimal Degrees (West is assumed, no minus sign)
#      Field 6 - Latitude in Decimal Degrees (North is assumed, no plus sign)
#      Field 7 - 1990 Population (100%)
#      Field 8 - Allocation Factor (decimal portion of state within zipcode)
#
# For complete details see:
#    http://landview.census.gov/geo/www/gazetteer/places.html
#
"34","07936","NJ","EAST HANOVER",74.36357,40.819165,9904,0.001281 
"34","07945","NJ","MENDHAM",74.600035,40.778919,7756,0.001003 
"34","07946","NJ","MILLINGTON",74.518292,40.672716,2506,0.000324 
"34","08401","NJ","ATLANTIC CITY",74.431727,39.366411,31907,0.004128 
"35","87325","NM","TOHATCHI",108.687818,35.768609,5648,0.003728 
"35","87412","NM","BLANCO",107.795276,36.725612,1007,0.000665 
"35","87417","NM","KIRTLAND",108.350956,36.740953,5087,0.003358 
"35","87521","NM","CHAMISAL",105.68461,36.160411,2147,0.001417 
"35","87729","NM","MIAMI",104.811769,36.28955,65,0.000043 
"35","88045","NM","ROAD FORKS",108.754657,32.314032,4667,0.00308 
"35","88340","NM","MESCALERO",105.774293,33.216436,2695,0.001779 
"35","88412","NM","BUEYEROS",103.666894,36.013541,7,5E-6 
"36","10006","NY","NEW YORK",74.013474,40.708451,119,7E-6 
"36","10301","NY","STATEN ISLAND",74.092663,40.631602,35314,0.001963 
"36","11251","NY","BROOKLYN NAVY YA",73.966511,40.703578,18,1E-6 
"36","11721","NY","CENTERPORT",73.3754,40.892899,5770,0.000321 
"36","11755","NY","LAKE GROVE",73.116751,40.856681,8245,0.000458 
"36","11772","NY","DAVIS PARK",72.998108,40.773501,40962,0.002277 
"36","11782","NY","CHERRY GROVE",73.082297,40.74606,15718,0.000874 
"36","11792","NY","WADING RIVER",72.834774,40.952049,6186,0.000344 
"36","11796","NY","WEST SAYVILLE",73.100019,40.731971,3575,0.000199 
"36","12147","NY","RENSSELAERVILLE",74.147431,42.513288,547,0.00003 
"36","12153","NY","SAND LAKE",73.498949,42.637912,851,0.000047 
"36","12185","NY","VALLEY FALLS",73.543674,42.885458,1835,0.000102 
"36","12208","NY","ALBANY",73.796357,42.655989,22041,0.001225 
"36","12553","NY","NEW WINDSOR",74.056596,41.472374,20576,0.001144 
"36","12817","NY","CHESTERTOWN",73.806641,43.645053,2141,0.000119 
"36","12824","NY","DIAMOND POINT",73.700123,43.515553,770,0.000043 
"36","12978","NY","REDFORD",73.801948,44.606926,495,0.000028 
"36","13210","NY","SYRACUSE",76.128166,43.035414,31197,0.001734 
"36","13309","NY","BOONVILLE",75.343973,43.478615,5768,0.000321 
"36","13684","NY","DEGRASSE",75.113778,44.380668,717,0.00004 
"36","13834","NY","PORTLANDVILLE",74.976059,42.510303,916,0.000051 
"36","14048","NY","VAN BUREN BAY",79.329366,42.475907,20303,0.001129 
"36","14445","NY","EAST ROCHESTER",77.490596,43.112808,8868,0.000493 
"36","14469","NY","BLOOMFIELD",77.459983,42.885101,6129,0.000341 
"36","14733","NY","FALCONER",79.189499,42.123915,3812,0.000212 
"36","14735","NY","FILLMORE",78.106232,42.463605,2463,0.000137 
"36","14850","NY","ITHACA COLLEGE",76.492911,42.448497,40760,0.002266 
"37","27840","NC","HAMILTON",77.21762,35.944119,1060,0.00016 
"37","27974","NC","SHILOH",76.043168,36.258449,1378,0.000208 
